date,entity_id,brand,category,marker_type,marker_label,change_point,stat_event_flag,top_peak_flag,bottom_peak_flag,event_severity_score,combined_marker_severity,shift_strength,price_index,demand_index,sentiment_index,search_index,ad_index,trend_residual,trend_residual_z,event_explanation,narrative,alert_title
2025-01-06,102,EchoTech,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.9082049325116652,1.9082049325116652,0.0,26.88,31.03,0.441,33.7,27.2,5.715714285714288,1.81617089962036,ad surge + demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",EchoTech: anomaly detected
2025-01-23,102,EchoTech,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.6744094298662242,2.1995421122943632,-0.9442428571428607,23.37,30.665,0.426,34.4,29.9,1.8371428571428616,2.1995421122943632,ad surge + demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",EchoTech: anomaly detected
2025-01-24,102,EchoTech,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.1081541203033858,1.1081541203033858,-1.1125857142857214,23.54,28.129999999999995,0.393,30.8,26.9,-0.9128571428571419,-0.8080495242724826,ad surge,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",EchoTech: anomaly detected
2025-03-22,102,EchoTech,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.61277179308514,1.8079413128570192,0.24245714285714115,23.87,14.979999999999999,0.334,4.1,5.9,-3.8714285714285754,-1.8079413128570192,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",EchoTech: anomaly detected
2025-01-08,103,PureAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.896743252259276,2.1361297170712428,-0.10053571428570507,132.08,30.045,0.636,19.1,26.2,-2.9257142857142853,-2.1361297170712428,review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",PureAudio: anomaly detected
2025-01-09,103,PureAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.571410164424757,1.571410164424757,-0.19856825396824718,131.46,33.09,0.62,26.0,32.8,0.844285714285725,0.5612624828350483,sentiment dip + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",PureAudio: anomaly detected
2025-02-23,103,PureAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.383249470043955,1.383249470043955,0.6244428571428529,106.37,53.905,0.778,69.6,49.7,6.60857142857143,1.2044959976696457,demand jump + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",PureAudio: anomaly detected
2025-02-24,103,PureAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.617878482453754,1.617878482453754,0.5728285714285732,106.77,55.2,0.778,70.4,56.6,3.6400000000000077,1.3764315270410756,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",PureAudio: anomaly detected
2025-02-25,103,PureAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.4472132134899471,1.4472132134899471,0.5907428571428568,106.18,54.220000000000006,0.769,71.4,52.5,1.0785714285714363,0.45712004700910025,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",PureAudio: anomaly detected
2025-02-26,103,PureAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.4024723325485169,1.4024723325485169,0.571871428571427,106.33,54.065,0.762,71.6,52.1,-0.3228571428571527,-0.5669043952692493,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",PureAudio: anomaly detected
2025-01-08,104,TechGear,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.4087466915233773,1.8197502438236046,-0.10053571428570507,57.07,58.699999999999996,0.613,91.3,59.4,2.491428571428571,1.8197502438236046,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",TechGear: anomaly detected
2025-01-09,104,TechGear,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.3198782003818796,1.3198782003818796,-0.19856825396824718,56.69,56.00499999999999,0.598,84.3,59.4,-0.8957142857142983,-0.6653987598150924,ad surge + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",TechGear: anomaly detected
2025-03-25,104,TechGear,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.234403677712844,1.4356458741420668,0.5280000000000058,57.2,49.625,0.686,65.6,46.9,-2.6585714285714275,-1.4356458741420668,sentiment spike + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",TechGear: anomaly detected
2025-01-09,105,ZenAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,0.8529902123145398,0.8529902123145398,-0.19856825396824718,23.11,17.735,0.563,2.0,5.6,-0.07285714285714207,-0.2711797466881411,sentiment spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",ZenAudio: anomaly detected
2025-01-10,105,ZenAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,0.955104065671782,1.522493476817891,-0.12014285714285222,23.06,17.189999999999998,0.57,2.0,3.2,-0.5442857142857136,-1.522493476817891,sentiment spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",ZenAudio: anomaly detected
2025-01-11,105,ZenAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,0.7964065312076133,0.7964065312076133,0.07583896103896137,23.13,18.05,0.565,2.0,7.9,0.29714285714285893,0.6952278355350792,sentiment spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",ZenAudio: anomaly detected
2025-01-24,105,ZenAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.3289825681267105,1.3289825681267105,-1.1125857142857214,23.31,28.569999999999997,0.477,31.2,18.9,4.3414285714285725,1.0220614557600929,demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",ZenAudio: anomaly detected
2025-03-09,105,ZenAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.3046504250524922,1.6199948464981324,-0.12477142857142809,23.02,29.839999999999996,0.479,30.7,24.6,8.695714285714285,1.6199948464981324,ad surge + demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",ZenAudio: anomaly detected
2025-03-10,105,ZenAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.22193844938004,1.22193844938004,-0.2230857142857161,23.06,30.11,0.483,34.2,19.9,5.392857142857146,0.9061439585649005,demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",ZenAudio: anomaly detected
2025-03-11,105,ZenAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.4546887229869387,1.4546887229869387,-0.30557142857142594,23.02,31.81,0.494,35.3,26.3,2.9985714285714273,1.1102896814860042,ad surge + demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",ZenAudio: anomaly detected
2025-03-12,105,ZenAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.664039638457019,1.664039638457019,-0.3432428571428616,23.09,32.605,0.495,37.4,29.0,1.7299999999999969,1.4931697239643422,ad surge + demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",ZenAudio: anomaly detected
2025-03-13,105,ZenAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.3866955761947457,1.3866955761947457,-0.40969999999999374,23.02,31.084999999999994,0.485,35.3,24.9,-0.3628571428571483,-0.344625048611154,ad surge + demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",ZenAudio: anomaly detected
2025-03-14,105,ZenAudio,earbuds,stat_event,Statistical anomaly detected,0,1,0,0,1.1670724474746592,1.9558154773391994,-0.4564142857142883,23.07,29.035,0.481,31.4,20.6,-2.3985714285714224,-1.9558154773391994,demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",ZenAudio: anomaly detected
2025-01-06,201,NovaTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.4414997567302377,1.4414997567302377,0.0,796.28,44.36,0.683,50.7,47.0,-2.33428571428572,-1.000094334501676,sentiment dip + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",NovaTech: anomaly detected
2025-01-07,201,NovaTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.4667017835032092,1.4667017835032092,0.0,794.65,45.449999999999996,0.664,50.3,48.5,0.060000000000002274,0.04179214818642981,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",NovaTech: anomaly detected
2025-01-08,201,NovaTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.627731675826488,2.068550695718555,-0.10053571428570507,797.72,41.714999999999996,0.683,45.9,41.3,-2.5814285714285745,-2.068550695718555,sentiment dip + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",NovaTech: anomaly detected
2025-01-09,201,NovaTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.4851145049406527,1.4851145049406527,-0.19856825396824718,801.0,44.08,0.675,47.6,44.3,0.20428571428571018,0.13005006368445146,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",NovaTech: anomaly detected
2025-01-10,201,NovaTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.6829222025288737,1.6829222025288737,-0.12014285714285222,796.75,41.065,0.691,43.9,37.9,-2.3000000000000043,-1.2457664508795958,review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",NovaTech: anomaly detected
2025-01-11,201,NovaTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.441248296852205,1.539324956215685,0.07583896103896137,799.95,45.455,0.675,52.6,44.0,2.7157142857142915,1.539324956215685,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",NovaTech: anomaly detected
2025-01-12,201,NovaTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.207814138081744,1.207814138081744,0.335961904761902,809.21,46.53,0.685,54.3,48.0,2.5685714285714383,1.1918775128685672,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",NovaTech: anomaly detected
2025-01-08,202,MaxMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,0.8279313443332326,1.3130138401766709,-0.10053571428570507,261.08,31.419999999999998,0.518,31.4,25.6,2.4757142857142824,1.3130138401766709,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",MaxMobile: anomaly detected
2025-01-14,202,MaxMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.4182126641808068,1.8094658355982425,0.7638857142857134,260.18,37.49,0.551,44.2,35.7,3.171428571428571,1.8094658355982425,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",MaxMobile: anomaly detected
2025-02-25,202,MaxMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.1614261143924707,2.2439442804290923,0.5907428571428568,277.23,43.655,0.499,61.4,42.0,16.851428571428574,2.2439442804290923,demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",MaxMobile: anomaly detected
2025-02-26,202,MaxMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.914873113150105,1.914873113150105,0.571871428571427,279.47,50.440000000000005,0.505,76.0,50.9,16.844285714285718,1.429404437393197,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",MaxMobile: anomaly detected
2025-02-27,202,MaxMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.664591714878487,1.664591714878487,0.49547142857142745,276.65,48.4,0.486,69.6,50.8,7.307142857142857,0.6644382538450635,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",MaxMobile: anomaly detected
2025-02-28,202,MaxMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.5568075483170618,1.5568075483170618,0.40862857142857223,277.63,46.940000000000005,0.479,67.7,46.2,-0.47857142857142776,-0.16790699083155367,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",MaxMobile: anomaly detected
2025-03-01,202,MaxMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.2405890388162688,1.9706153334946621,0.28517142857143085,278.09,41.925,0.472,57.2,44.1,-5.7157142857142915,-1.9706153334946621,ad surge + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",MaxMobile: anomaly detected
2025-03-02,202,MaxMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.3885565470187065,1.3885565470187065,0.24908571428570525,277.09,42.595,0.448,59.1,46.2,-2.7085714285714317,-0.8970830137861252,ad surge + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",MaxMobile: anomaly detected
2025-03-18,202,MaxMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,0.6255400261680909,1.5864279947888065,-0.2798999999999978,278.39,31.66,0.407,37.5,28.6,-2.7385714285714293,-1.5864279947888065,sentiment dip,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",MaxMobile: anomaly detected
2025-03-19,202,MaxMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,0.6361662968963692,0.9315818426296091,-0.16167142857143801,277.44,31.765,0.407,35.5,31.9,-1.28857142857143,-0.9315818426296091,sentiment dip,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",MaxMobile: anomaly detected
2025-01-07,203,CoreMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.2232385751760382,1.2232385751760382,0.0,442.39,52.635,0.585,77.3,53.1,9.159999999999997,1.2161145182159665,demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",CoreMobile: anomaly detected
2025-01-08,203,CoreMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.4788257343483777,1.4788257343483777,-0.10053571428570507,441.57,53.949999999999996,0.598,76.8,59.8,4.942857142857136,1.0321995208078014,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",CoreMobile: anomaly detected
2025-01-22,203,CoreMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.315569649202103,1.315569649202103,-0.8577857142857113,398.42,33.985,0.597,33.7,23.9,0.14428571428571502,0.2933709824000253,review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",CoreMobile: anomaly detected
2025-02-26,203,CoreMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.1982371856672218,1.860578315818235,0.571871428571427,436.23,27.75,0.552,20.1,24.3,-4.177142857142854,-1.860578315818235,review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",CoreMobile: anomaly detected
2025-02-27,203,CoreMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.2427924607392482,1.2427924607392482,0.49547142857142745,437.68,27.21,0.544,20.4,26.8,-2.938571428571425,-1.1176502701557298,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",CoreMobile: anomaly detected
2025-03-21,203,CoreMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.0266770521975457,1.0266770521975457,0.11939999999999884,438.6,46.755,0.664,61.1,44.0,-0.6799999999999926,-0.5608450091135413,sentiment spike + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",CoreMobile: anomaly detected
2025-03-22,203,CoreMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,0.949216223286368,1.5494149575862242,0.24245714285714115,437.25,45.934999999999995,0.666,58.4,43.1,-1.6300000000000097,-1.5494149575862242,sentiment spike + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",CoreMobile: anomaly detected
2025-03-31,203,CoreMobile,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,0.7510409545852545,1.9526087667747254,-0.08305714285714316,436.57,43.855000000000004,0.66,52.6,41.1,2.4171428571428635,1.9526087667747254,sentiment spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",CoreMobile: anomaly detected
2025-01-03,204,LegacyCo,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.616875496110881,1.6556886679335212,0.0,711.34,29.27,0.529,28.3,24.0,-2.766000000000002,-1.6556886679335212,demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",LegacyCo: anomaly detected
2025-01-04,204,LegacyCo,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.4154045045341608,1.4154045045341608,0.0,710.14,28.83,0.516,28.9,20.7,-1.8864285714285707,-0.8863388128476744,demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",LegacyCo: anomaly detected
2025-02-27,204,LegacyCo,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.1255931063317375,1.503622384271641,0.49547142857142745,718.53,16.08,0.491,2.0,4.1,-4.1014285714285705,-1.503622384271641,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",LegacyCo: anomaly detected
2025-03-06,204,LegacyCo,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.2202270849323447,1.61556117976168,0.15188571428571152,691.91,19.745,0.442,9.0,17.9,0.6485714285714295,1.61556117976168,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",LegacyCo: anomaly detected
2025-03-08,204,LegacyCo,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.258188552021803,1.4655866871689753,-0.010571428571424235,694.92,22.48,0.432,14.4,22.6,2.2028571428571446,1.4655866871689753,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",LegacyCo: anomaly detected
2025-03-09,204,LegacyCo,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.3041082096439325,1.3041082096439325,-0.12477142857142809,689.2,22.529999999999998,0.433,15.9,20.8,1.1357142857142861,0.9228204517686793,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",LegacyCo: anomaly detected
2025-03-10,204,LegacyCo,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.317353250422809,1.317353250422809,-0.2230857142857161,691.11,22.875,0.431,16.9,20.7,0.6357142857142897,1.0665532844251935,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",LegacyCo: anomaly detected
2025-03-11,204,LegacyCo,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.1275792853134172,1.1275792853134172,-0.30557142857142594,693.03,22.375,0.432,16.5,17.4,-0.21714285714285353,-1.0856173599185495,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",LegacyCo: anomaly detected
2025-03-12,204,LegacyCo,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.3133464527354466,1.9660045271069697,-0.3432428571428616,691.2,23.555,0.43,19.4,17.9,0.8242857142857112,1.9660045271069697,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",LegacyCo: anomaly detected
2025-03-13,204,LegacyCo,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.5702581590684455,1.8061048019208568,-0.40969999999999374,693.32,24.619999999999997,0.428,20.4,23.6,1.4442857142857086,1.8061048019208568,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",LegacyCo: anomaly detected
2025-03-17,205,SwiftTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.1509389817204128,1.1509389817204128,-0.35694285714286167,369.09,27.049999999999997,0.371,27.1,23.6,-0.9442857142857157,-0.5603235540635915,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",SwiftTech: anomaly detected
2025-03-18,205,SwiftTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.1902381638795305,1.1902381638795305,-0.2798999999999978,368.6,27.119999999999997,0.368,29.7,24.7,-0.9400000000000013,-0.5743696542119539,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",SwiftTech: anomaly detected
2025-03-19,205,SwiftTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,0.9951109197437679,0.9951109197437679,-0.16167142857143801,368.56,29.305,0.383,31.5,21.9,0.9400000000000013,0.5724493104533174,review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",SwiftTech: anomaly detected
2025-03-20,205,SwiftTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.0207245241924578,1.0207245241924578,-0.027971428571426316,369.29,29.205,0.382,32.6,26.7,1.182857142857145,1.0112942370003655,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",SwiftTech: anomaly detected
2025-03-23,205,SwiftTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.353555620520024,2.01378072408786,0.3350714285714318,368.72,24.85,0.39,22.4,19.0,-4.164285714285715,-2.01378072408786,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",SwiftTech: anomaly detected
2025-03-24,205,SwiftTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.5313088705255322,1.5313088705255322,0.455457142857135,368.85,23.875,0.391,21.2,14.2,-3.755714285714287,-1.2300269325056412,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",SwiftTech: anomaly detected
2025-03-25,205,SwiftTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.3843051246305653,1.3843051246305653,0.5280000000000058,369.15,23.54,0.4,17.3,20.1,-1.9957142857142856,-0.8534654740872408,review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",SwiftTech: anomaly detected
2025-03-26,205,SwiftTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.3389029319746901,1.3389029319746901,0.435842857142859,369.06,24.04,0.394,20.4,21.4,-0.041428571428571814,-0.07451544060635114,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",SwiftTech: anomaly detected
2025-03-27,205,SwiftTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.3924746846818157,1.3924746846818157,0.28891428571429856,368.26,23.5,0.404,17.6,20.0,-0.27285714285714135,-1.1354390054068948,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",SwiftTech: anomaly detected
2025-03-28,205,SwiftTech,smartphones,stat_event,Statistical anomaly detected,0,1,0,0,1.2843110739721864,1.5994504550770778,0.172071428571428,368.64,24.339999999999996,0.427,19.8,18.3,0.5542857142857116,1.5994504550770778,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change.",SwiftTech: anomaly detected
